n;zona;municipio;provincia;pais;origen;lat;lon;sol_horas_anio;sol_dias_equiv;dias_despejados;dias_cubiertos;lluvia_dias_anio;lluvia_mm_anio;temp_verano_c;temp_invierno_c;humedad_pct;viento;niebla;clase_clima;min_costa;playa_bano;min_bano;temp_agua_verano;franja;servicios_1_10;servicios_nota;fibra;comunicaciones;comunicaciones_1_10;hospitales;hospital_km;hospital_min;hospital_pub;hospital_priv;aeropuertos;aeropuerto_min;palma_mas_cercano;palma_mejor_opcion;precio_m2_eur;A_2hab_eur;A_3hab_eur;B_2hab_eur;B_3hab_eur;producto_en_presupuesto;obra_nueva;prima_terraza_pct;prima_vistas_mar_pct;prima_terraza_vistas_pct;facilidad_venta_1_10;revalorizacion_1_10;dependencia_coche_1_10;debilidad_principal;comparado_con_mejor
44;A Mariña;Foz;Lugo;España;MAPA 1.0;43.569;-7.256;1900;238;40;165;145;1000;18.5;9.5;81;Media;Alta;Intermedio;2;A Rapadoira / Llas / Peizás;3;17-19;A;5;Añade: playas urbanas, paseo. Falta: instituto de FP;Sí;"A-8 / N-642; tren FEVE";6;"Hospital da Mariña (Burela) [Púb] 17 km · 20 min; Jarrio (Coaña) [Púb] 49 km · 50 min";17;20;17 km · 20 min · Hospital da Mariña (Burela);;"Asturias 106 km · 80 min (Palma: verano); A Coruña 116 km · 85 min (Palma: verano); Santiago 146 km · 110 min (Palma: casi todo el año)";80;Verano;Santiago (casi todo el año) · 110 min;1300;109800;152100;88700;122800;Sí, en ambas franjas;Poca;7;12;16;6;5;6;"Cielo nublado frecuente; aeropuerto a 80 min. Además: sin hospital privado a menos de 60 min · aeropuerto a 80 min · vuelo a Palma solo en verano desde Asturias; el más cercano con conexión anual es Santiago, a 110 min · 1.900 h de sol y 145 días de lluvia (650 h menos y 40 días más que el mejor de la tabla) · niebla habitual.";Sol −650 h · Lluvia +40 d · Hospital +15 min · Aeropuerto +70 min
45;A Mariña;Barreiros;Lugo;España;MAPA 1.0;43.529;-7.228;1920;240;40;165;143;1000;18.5;9.5;81;Media;Alta;Intermedio;3;Arealonga / Altar / Coto;3;17-19;A;3;Falta: núcleo urbano (Foz / Ribadeo a 10-15 min);Parcial;"A-8 / N-634; tren FEVE";6;"Hospital da Mariña (Burela) [Púb] 23 km · 25 min; Jarrio (Coaña) [Púb] 45 km · 50 min";23;25;23 km · 25 min · Hospital da Mariña (Burela);;"Asturias 92 km · 70 min (Palma: verano); A Coruña 117 km · 90 min (Palma: verano); Santiago 145 km · 110 min (Palma: casi todo el año)";70;Verano;Santiago (casi todo el año) · 110 min;1150;97200;134600;78500;108700;Sí, en ambas franjas;Poca;5;8;11;5;5;8;"Núcleo disperso; muchas segundas residencias vacías. Además: sin hospital privado a menos de 60 min · aeropuerto a 70 min · vuelo a Palma solo en verano desde Asturias; el más cercano con conexión anual es Santiago, a 110 min · 1.920 h de sol y 143 días de lluvia (630 h menos y 38 días más que el mejor de la tabla) · niebla habitual · fibra solo en el casco: fuera, 4G/5G o satélite · servicios básicos limitados (3/10) · coche imprescindible para el día a día.";Sol −630 h · Lluvia +38 d · Hospital +20 min · Aeropuerto +60 min
46;A Mariña;Ribadeo;Lugo;España;MAPA 1.0;43.537;-7.041;1950;244;40;165;140;1000;18.5;9.5;80;Media;Media;Intermedio;5;Os Bloques / As Catedrais (con marea);5;17-19;A;6;Añade: villa señorial completa, puerto. Falta: hospital (30-35 min);Sí;"A-8 / N-634 / N-640; tren FEVE; puente dos Santos";7;"Jarrio (Coaña) [Púb] 30 km · 30 min; Hospital da Mariña (Burela) [Púb] 35 km · 35 min";30;30;30 km · 30 min · Jarrio (Coaña);;"Asturias 78 km · 60 min (Palma: verano); A Coruña 135 km · 100 min (Palma: verano); Santiago 161 km · 120 min (Palma: casi todo el año)";60;Verano;Santiago (casi todo el año) · 120 min;1400;118300;163800;95600;132300;Sí, en ambas franjas;Poca;7;12;16;7;6;4;"Precio más alto de A Mariña; hospital a 30-35 min. Además: sin hospital privado a menos de 60 min · vuelo a Palma solo en verano desde Asturias; el más cercano con conexión anual es Santiago, a 120 min · 1.950 h de sol y 140 días de lluvia (600 h menos y 35 días más que el mejor de la tabla) · viento y niebla a temporadas.";Sol −600 h · Lluvia +35 d · Hospital +25 min · Aeropuerto +50 min
47;Asturias Occidente;Castropol;Asturias;España;MAPA 2.0;43.526;-7.032;1950;244;40;165;138;1000;18.5;9.5;80;Media;Alta;Intermedio;10;Penarronda / Arnao;10;18-20;B;3;Falta: comercio grande (Ribadeo a 5 min);Parcial;"A-8 / N-640; tren FEVE (Vegadeo)";6;"Jarrio (Coaña) [Púb] 25 km · 30 min; Hospital da Mariña (Burela) [Púb] 40 km · 45 min";25;30;25 km · 30 min · Jarrio (Coaña);;"Asturias 98 km · 75 min (Palma: verano); A Coruña 136 km · 100 min (Palma: verano); Santiago 161 km · 120 min (Palma: casi todo el año)";75;Verano;Santiago (casi todo el año) · 120 min;1050;;;71700;99200;Sí, en ambas franjas;No;5;8;11;4;5;8;"Núcleo pequeño; envejecimiento; niebla. Franja B: villa sobre la ría del Eo; costa abierta (Penarronda) a 10 min. Además: sin hospital privado a menos de 60 min · aeropuerto a 75 min · vuelo a Palma solo en verano desde Asturias; el más cercano con conexión anual es Santiago, a 120 min · 1.950 h de sol y 138 días de lluvia (600 h menos y 33 días más que el mejor de la tabla) · niebla habitual · fibra solo en el casco: fuera, 4G/5G o satélite · prácticamente sin obra nueva: habrá que buscar reciente o reformado · servicios básicos limitados (3/10) · coche imprescindible para el día a día · mercado poco líquido: vender puede llevar tiempo.";Sol −600 h · Lluvia +33 d · Hospital +25 min · Aeropuerto +65 min
48;Asturias Occidente;Tapia de Casariego;Asturias;España;MAPA 2.0;43.57;-6.943;1950;244;40;165;138;950;18.5;9.5;80;Media;Alta;Intermedio;1;Anguileiro / Represas / Serantes;2;18-20;A;4;Añade: villa marinera con paseo. Falta: instituto de FP;Sí;"A-8 / N-634; bus";6;"Jarrio (Coaña) [Púb] 16 km · 20 min; Hospital da Mariña (Burela) [Púb] 47 km · 50 min";16;20;16 km · 20 min · Jarrio (Coaña);;"Asturias 89 km · 70 min (Palma: verano); A Coruña 146 km · 110 min (Palma: verano)";70;Verano;Asturias (verano) · 70 min;1350;114100;158000;92100;127600;Sí, en ambas franjas;Poca;7;12;16;5;6;7;"Aislamiento relativo; niebla frecuente. Además: sin hospital privado a menos de 60 min · aeropuerto a 70 min · vuelo a Palma solo en verano (Asturias) · 1.950 h de sol y 138 días de lluvia (600 h menos y 33 días más que el mejor de la tabla) · niebla habitual · servicios básicos limitados (4/10).";Sol −600 h · Lluvia +33 d · Hospital +15 min · Aeropuerto +60 min
49;Asturias Occidente;Navia;Asturias;España;MAPA 2.0;43.539;-6.723;1900;238;40;165;140;1000;18.5;9.5;80;Media;Media;Intermedio;3;Navia / Frexulfe / Barayo;5;18-20;A;5;Añade: hospital a 10 min, villa completa. Falta: atractivo turístico;Sí;"A-8 / N-634; tren FEVE";6;Jarrio (Coaña) [Púb] 8 km · 10 min;8;10;8 km · 10 min · Jarrio (Coaña);;"Asturias 68 km · 55 min (Palma: verano); A Coruña 166 km · 120 min (Palma: verano)";55;Verano;Asturias (verano) · 55 min;1100;93000;128700;75100;104000;Sí, en ambas franjas;Poca;7;12;16;5;5;6;"Villa industrial-pesquera; ría con astillero. Además: sin hospital privado a menos de 60 min · vuelo a Palma solo en verano (Asturias) · 1.900 h de sol y 140 días de lluvia (650 h menos y 35 días más que el mejor de la tabla) · viento y niebla a temporadas.";Sol −650 h · Lluvia +35 d · Hospital +5 min · Aeropuerto +45 min
50;Asturias Occidente;Luarca (Valdés);Asturias;España;Ampliación;43.545;-6.536;1850;231;42;165;145;1050;18.5;9.5;80;Media;Media;Intermedio;1;Luarca (1ª y 2ª) / Otur / Cueva;3;18-20;A;6;Añade: villa completa, hospital a 20 min. Falta: tren en el núcleo (apeadero);Sí;"A-8 / N-634; tren FEVE";6;"Jarrio (Coaña) [Púb] 20 km · 20 min; San Agustín (Avilés) [Púb] 50 km · 50 min";20;20;20 km · 20 min · Jarrio (Coaña);;Asturias 49 km · 40 min (Palma: verano);40;Verano;Asturias (verano) · 40 min;1300;109800;152100;88700;122800;Sí, en ambas franjas;Poca;7;12;16;6;6;5;"Orografía pronunciada; menos sol. Además: sin hospital privado a menos de 60 min · vuelo a Palma solo en verano (Asturias) · 1.850 h de sol y 145 días de lluvia (700 h menos y 40 días más que el mejor de la tabla) · viento y niebla a temporadas.";Sol −700 h · Lluvia +40 d · Hospital +15 min · Aeropuerto +30 min
51;Asturias Centro;Cudillero;Asturias;España;MAPA 1.0;43.563;-6.146;1800;225;42;165;148;1150;19.0;9.5;80;Media;Media;Más húmedo / nublado;2;Aguilar / Concha de Artedo;5;19-21;A;4;Añade: villa marinera muy turística. Falta: instituto de FP, comercio grande;Sí;"A-8 / N-632; tren FEVE";6;"San Agustín (Avilés) [Púb] 25 km · 25 min; Centro Médico de Asturias (Oviedo) [Priv] 40 km · 45 min; HUCA (Oviedo) [Púb] 45 km · 45 min; Hospital de Jove (Gijón) [Priv] 47 km · 50 min";25;25;25 km · 25 min · San Agustín (Avilés);40 km · 45 min · Centro Médico de Asturias (Oviedo);Asturias 11 km · 15 min (Palma: verano);15;Verano;Asturias (verano) · 15 min;1400;118300;163800;95600;132300;Sí, en ambas franjas;No;7;12;16;6;6;7;"Orografía muy pronunciada; poca vivienda accesible. Además: vuelo a Palma solo en verano (Asturias) · 1.800 h de sol y 148 días de lluvia (750 h menos y 43 días más que el mejor de la tabla) · viento y niebla a temporadas · prácticamente sin obra nueva: habrá que buscar reciente o reformado · servicios básicos limitados (4/10).";Sol −750 h · Lluvia +43 d · Hospital +20 min · Aeropuerto +5 min
52;Asturias Centro;Muros de Nalón;Asturias;España;MAPA 1.0;43.548;-6.101;1800;225;42;165;148;1100;19.0;9.5;80;Media;Media;Más húmedo / nublado;4;Aguilar;5;19-21;A;3;Falta: comercio grande (Avilés / Pravia);Parcial;"A-8 / N-632; tren FEVE";6;"San Agustín (Avilés) [Púb] 19 km · 20 min; Centro Médico de Asturias (Oviedo) [Priv] 35 km · 40 min; HUCA (Oviedo) [Púb] 38 km · 40 min; Hospital de Jove (Gijón) [Priv] 42 km · 45 min";19;20;19 km · 20 min · San Agustín (Avilés);35 km · 40 min · Centro Médico de Asturias (Oviedo);Asturias 7 km · 10 min (Palma: verano);10;Verano;Asturias (verano) · 10 min;1100;93000;128700;75100;104000;Sí, en ambas franjas;No;7;12;16;4;5;8;"Mercado muy pequeño; envejecimiento. Además: vuelo a Palma solo en verano (Asturias) · 1.800 h de sol y 148 días de lluvia (750 h menos y 43 días más que el mejor de la tabla) · viento y niebla a temporadas · fibra solo en el casco: fuera, 4G/5G o satélite · prácticamente sin obra nueva: habrá que buscar reciente o reformado · servicios básicos limitados (3/10) · coche imprescindible para el día a día · mercado poco líquido: vender puede llevar tiempo.";Sol −750 h · Lluvia +43 d · Hospital +15 min · Aeropuerto = mejor
53;Asturias Centro;Soto del Barco;Asturias;España;MAPA 1.0;43.527;-6.076;1780;222;42;165;150;1050;19.0;9.5;80;Baja;Media;Más húmedo / nublado;5;Los Quebrantos (San Juan de la Arena);5;19-21;A;4;Añade: aeropuerto a 10 min. Falta: instituto de FP;Parcial;"A-8 / N-632; tren FEVE; junto al aeropuerto";7;"San Agustín (Avilés) [Púb] 16 km · 20 min; Centro Médico de Asturias (Oviedo) [Priv] 31 km · 35 min; HUCA (Oviedo) [Púb] 34 km · 35 min; Hospital de Jove (Gijón) [Priv] 39 km · 40 min";16;20;16 km · 20 min · San Agustín (Avilés);31 km · 35 min · Centro Médico de Asturias (Oviedo);Asturias 6 km · 10 min (Palma: verano);10;Verano;Asturias (verano) · 10 min;1200;101400;140400;81900;113400;Sí, en ambas franjas;No;7;12;16;5;5;7;"Poca oferta; ruido aeroportuario puntual. Además: vuelo a Palma solo en verano (Asturias) · 1.780 h de sol y 150 días de lluvia (770 h menos y 45 días más que el mejor de la tabla) · fibra solo en el casco: fuera, 4G/5G o satélite · prácticamente sin obra nueva: habrá que buscar reciente o reformado · servicios básicos limitados (4/10).";Sol −770 h · Lluvia +45 d · Hospital +15 min · Aeropuerto = mejor
54;Asturias Centro;Salinas (Castrillón);Asturias;España;Ampliación;43.575;-5.958;1800;225;42;165;148;1050;19.0;9.5;80;Media;Baja;Más húmedo / nublado;1;Salinas / El Espartal / Bahínas;2;19-21;A;7;Añade: Avilés (hospital) a 10 min, aeropuerto a 10 min, paseo largo;Sí;"A-8 / AS-19; bus frecuente a Avilés";7;"San Agustín (Avilés) [Púb] 5 km · 10 min; Hospital de Jove (Gijón) [Priv] 27 km · 30 min; Centro Médico de Asturias (Oviedo) [Priv] 30 km · 35 min; HUCA (Oviedo) [Púb] 32 km · 35 min";5;10;5 km · 10 min · San Agustín (Avilés);27 km · 30 min · Hospital de Jove (Gijón);Asturias 8 km · 10 min (Palma: verano);10;Verano;Asturias (verano) · 10 min;1700;143600;198900;116000;160600;Sí, en ambas franjas;Poca;8;15;20;8;7;4;"Núcleo compacto con edificios altos en primera línea; vistas solo en altura. Además: vuelo a Palma solo en verano (Asturias) · 1.800 h de sol y 148 días de lluvia (750 h menos y 43 días más que el mejor de la tabla).";Sol −750 h · Lluvia +43 d · Hospital +5 min · Aeropuerto = mejor
55;Asturias Centro;Luanco (Gozón);Asturias;España;MAPA 1.0;43.615;-5.793;1850;231;42;165;145;1000;19.0;9.5;79;Media;Baja;Intermedio;1;La Ribera / Aramar / Xagó;2;19-21;A;5;Añade: villa marinera con paseo. Falta: hospital cercano (Avilés 20 min);Sí;"AS-238 / A-8 (Avilés); bus";5;"Hospital de Jove (Gijón) [Priv] 14 km · 15 min; San Agustín (Avilés) [Púb] 17 km · 20 min; Cabueñes (Gijón) [Púb] 22 km · 25 min; HUCA (Oviedo) [Púb] 35 km · 40 min";14;15;17 km · 20 min · San Agustín (Avilés);14 km · 15 min · Hospital de Jove (Gijón);Asturias 25 km · 20 min (Palma: verano);20;Verano;Asturias (verano) · 20 min;1800;152100;210600;122800;170100;Sí, en ambas franjas;Poca;8;15;20;7;7;4;"Precio alto para Asturias; saturación estival. Además: vuelo a Palma solo en verano (Asturias) · 1.850 h de sol y 145 días de lluvia (700 h menos y 40 días más que el mejor de la tabla).";Sol −700 h · Lluvia +40 d · Hospital +10 min · Aeropuerto +10 min
56;Asturias Centro;Candás (Carreño);Asturias;España;MAPA 1.0;43.588;-5.759;1850;231;42;165;145;1000;19.0;9.5;79;Baja;Baja;Intermedio;1;Palmera / Carranques / Xivares;2;19-21;A;5;Añade: tren a Gijón. Falta: instituto de FP;Sí;"AS-110 / A-8; tren FEVE Gijón–Cudillero";6;"Hospital de Jove (Gijón) [Priv] 9 km · 10 min; Cabueñes (Gijón) [Púb] 17 km · 20 min; San Agustín (Avilés) [Púb] 18 km · 20 min; HUCA (Oviedo) [Púb] 32 km · 35 min";9;10;17 km · 20 min · Cabueñes (Gijón);9 km · 10 min · Hospital de Jove (Gijón);Asturias 27 km · 25 min (Palma: verano);25;Verano;Asturias (verano) · 25 min;1650;139400;193000;112600;155900;Sí, en ambas franjas;Poca;8;15;20;7;7;4;"Oferta limitada; aparcamiento en verano. Además: vuelo a Palma solo en verano (Asturias) · 1.850 h de sol y 145 días de lluvia (700 h menos y 40 días más que el mejor de la tabla).";Sol −700 h · Lluvia +40 d · Hospital +5 min · Aeropuerto +15 min
57;Asturias Centro;Gijón;Asturias;España;Ampliación;43.532;-5.661;1850;231;45;162;145;1000;19.5;9.5;78;Baja;Baja;Intermedio;1;San Lorenzo / Poniente (urbanas);3;19-21;A;10;Añade: ciudad completa (270.000 hab), hospitales, playa urbana, tren;Sí;"A-8 / A-66; tren; puerto; aeropuerto a 30 min";9;"Cabueñes (Gijón) [Púb] 4 km · 5 min; Hospital de Jove (Gijón) [Priv] 4 km · 5 min; San Agustín (Avilés) [Púb] 28 km · 30 min; HUCA (Oviedo) [Púb] 29 km · 30 min";4;5;4 km · 5 min · Cabueñes (Gijón);4 km · 5 min · Hospital de Jove (Gijón);Asturias 37 km · 30 min (Palma: verano);30;Verano;Asturias (verano) · 30 min;2300;194400;269100;157000;217400;"Sí en B; en A solo 2 hab";Sí;8;15;20;10;7;2;"Vistas al mar solo en primera línea o barrios altos (Somió, La Providencia) y caras; menos sol. Además: vuelo a Palma solo en verano (Asturias) · 1.850 h de sol y 145 días de lluvia (700 h menos y 40 días más que el mejor de la tabla) · 3 hab en franja A por encima del presupuesto (≈269.100 €); 2 hab sí.";Sol −700 h · Lluvia +40 d · Hospital = mejor · Aeropuerto +20 min
58;Asturias Oriente;Villaviciosa;Asturias;España;MAPA 1.0;43.481;-5.435;1750;219;40;168;153;1200;19.5;9.0;80;Baja;Media;Más húmedo / nublado;12;Rodiles / Tazones;12;19-21;B;6;Añade: villa completa, sidra. Falta: playa en el núcleo;Sí;"A-8 / AS-256 / AS-113; bus";7;"Cabueñes (Gijón) [Púb] 20 km · 25 min; Hospital de Jove (Gijón) [Priv] 29 km · 30 min; Hospital del Oriente (Arriondas) [Púb] 29 km · 30 min";20;25;20 km · 25 min · Cabueñes (Gijón);29 km · 30 min · Hospital de Jove (Gijón);"Asturias 60 km · 45 min (Palma: verano); Santander 159 km · 115 min (Palma: casi todo el año)";45;Verano;Santander (casi todo el año) · 115 min;1500;;;102400;141800;Sí, en ambas franjas;Poca;7;12;16;6;6;6;"Villa a 12 min de la playa; interior lluvioso. Franja B: villa al fondo de la ría de Villaviciosa; Rodiles y Tazones a 12 min. Además: vuelo a Palma solo en verano desde Asturias; el más cercano con conexión anual es Santander, a 115 min · 1.750 h de sol y 153 días de lluvia (800 h menos y 48 días más que el mejor de la tabla).";Sol −800 h · Lluvia +48 d · Hospital +20 min · Aeropuerto +35 min
59;Asturias Oriente;Colunga;Asturias;España;Ampliación;43.485;-5.271;1750;219;40;168;153;1200;19.5;9.5;80;Baja;Baja;Más húmedo / nublado;5;La Griega / La Isla / Lastres;5;19-21;A;4;Añade: Lastres. Falta: instituto de FP, comercio grande;Parcial;"A-8 / N-632; bus";6;"Hospital del Oriente (Arriondas) [Púb] 17 km · 20 min; Cabueñes (Gijón) [Púb] 37 km · 40 min; Hospital de Jove (Gijón) [Priv] 46 km · 50 min";17;20;17 km · 20 min · Hospital del Oriente (Arriondas);46 km · 50 min · Hospital de Jove (Gijón);"Asturias 76 km · 60 min (Palma: verano); Santander 143 km · 105 min (Palma: casi todo el año)";60;Verano;Santander (casi todo el año) · 105 min;1700;143600;198900;116000;160600;Sí, en ambas franjas;Poca;7;12;16;6;6;7;"Núcleo pequeño; muy estacional. Además: vuelo a Palma solo en verano desde Asturias; el más cercano con conexión anual es Santander, a 105 min · 1.750 h de sol y 153 días de lluvia (800 h menos y 48 días más que el mejor de la tabla) · fibra solo en el casco: fuera, 4G/5G o satélite · servicios básicos limitados (4/10).";Sol −800 h · Lluvia +48 d · Hospital +15 min · Aeropuerto +50 min
60;Asturias Oriente;Ribadesella;Asturias;España;Ampliación;43.462;-5.059;1750;219;40;168;153;1250;19.5;9.5;80;Baja;Baja;Más húmedo / nublado;1;Santa Marina / Vega;2;19-21;A;6;Añade: villa turística completa, hospital a 25 min. Falta: comercio grande;Sí;"A-8 / N-632; tren FEVE";7;Hospital del Oriente (Arriondas) [Púb] 17 km · 20 min;17;20;17 km · 20 min · Hospital del Oriente (Arriondas);;"Asturias 97 km · 75 min (Palma: verano); Santander 122 km · 90 min (Palma: casi todo el año)";75;Verano;Santander (casi todo el año) · 90 min;2200;185900;257400;150200;207900;Sí, en ambas franjas;Poca;8;15;20;8;7;5;"Precio alto; muy estacional. Además: sin hospital privado a menos de 60 min · aeropuerto a 75 min · vuelo a Palma solo en verano desde Asturias; el más cercano con conexión anual es Santander, a 90 min · 1.750 h de sol y 153 días de lluvia (800 h menos y 48 días más que el mejor de la tabla).";Sol −800 h · Lluvia +48 d · Hospital +15 min · Aeropuerto +65 min
61;Asturias Oriente;Llanes;Asturias;España;MAPA 1.0;43.421;-4.755;1750;219;40;168;155;1250;19.5;9.5;80;Baja;Baja;Más húmedo / nublado;1;Toró / Sablón / Puerto Chico;2;19-21;A;6;Añade: villa completa, gran oferta de playas. Falta: hospital (35 min);Sí;"A-8 / N-634; tren FEVE Santander–Oviedo";7;"Hospital del Oriente (Arriondas) [Púb] 35 km · 35 min; Cabueñes (Gijón) [Púb] 60 km · 60 min";35;35;35 km · 35 min · Hospital del Oriente (Arriondas);;"Santander 92 km · 70 min (Palma: casi todo el año); Asturias 127 km · 95 min (Palma: verano)";70;Casi todo el año;Santander (casi todo el año) · 70 min;2100;177400;245700;143300;198400;Sí, en ambas franjas;Poca;8;15;20;8;8;5;"Precio muy alto; hospital a 35 min; masificación en verano. Además: hospital público a 35 min · sin hospital privado a menos de 60 min · aeropuerto a 70 min · 1.750 h de sol y 155 días de lluvia (800 h menos y 50 días más que el mejor de la tabla).";Sol −800 h · Lluvia +50 d · Hospital +30 min · Aeropuerto +60 min
62;Asturias Oriente;Ribadedeva;Asturias;España;Ampliación;43.385;-4.529;1700;212;40;168;155;1300;19.5;9.5;80;Baja;Baja;Más húmedo / nublado;5;La Franca / Pindal;5;19-21;A;3;Falta: comercio grande (Unquera / Llanes);Parcial;"A-8 / N-634; tren FEVE (Colombres)";6;"Sierrallana (Torrelavega) [Púb] 45 km · 45 min; Hospital del Oriente (Arriondas) [Púb] 50 km · 50 min";45;45;45 km · 45 min · Sierrallana (Torrelavega);;"Santander 70 km · 55 min (Palma: casi todo el año); Asturias 150 km · 110 min (Palma: verano); Bilbao 160 km · 120 min (Palma: todo el año)";55;Casi todo el año;Santander (casi todo el año) · 55 min;1600;135200;187200;109200;151200;Sí, en ambas franjas;No;7;12;16;5;6;8;"Muy pequeño; hospital a 45-50 min. Además: hospital público a 45 min · sin hospital privado a menos de 60 min · 1.700 h de sol y 155 días de lluvia (850 h menos y 50 días más que el mejor de la tabla) · fibra solo en el casco: fuera, 4G/5G o satélite · prácticamente sin obra nueva: habrá que buscar reciente o reformado · servicios básicos limitados (3/10) · coche imprescindible para el día a día.";Sol −850 h · Lluvia +50 d · Hospital +40 min · Aeropuerto +45 min
63;Cantabria Occidental;San Vicente de la Barquera;Cantabria;España;Ampliación;43.385;-4.399;1700;212;38;168;151;1200;20.0;10.0;76;Media;Baja;Más húmedo / nublado;1;Merón / El Rosal / Oyambre;3;19-21;A;5;Añade: villa turística completa. Falta: hospital (30 min);Sí;"A-8 / N-634; bus";7;"Sierrallana (Torrelavega) [Púb] 36 km · 40 min; Clínica Mompía (Bezana) [Priv] 52 km · 55 min";36;40;36 km · 40 min · Sierrallana (Torrelavega);52 km · 55 min · Clínica Mompía (Bezana);"Santander 57 km · 45 min (Palma: casi todo el año); Bilbao 147 km · 110 min (Palma: todo el año); Asturias 163 km · 120 min (Palma: verano)";45;Casi todo el año;Santander (casi todo el año) · 45 min;2100;177400;245700;143300;198400;Sí, en ambas franjas;Poca;8;15;20;7;7;6;"Precio alto; muy estacional; hospital a 30 min. Además: hospital público a 40 min · 1.700 h de sol y 151 días de lluvia (850 h menos y 46 días más que el mejor de la tabla).";Sol −850 h · Lluvia +46 d · Hospital +35 min · Aeropuerto +35 min
64;Cantabria Occidental;Comillas;Cantabria;España;Ampliación;43.386;-4.291;1700;212;38;168;151;1200;20.0;10.0;76;Media;Baja;Más húmedo / nublado;1;Comillas / Oyambre;2;19-21;A;4;Añade: patrimonio, turismo de calidad. Falta: instituto de FP, comercio grande;Sí;"CA-131; bus";4;"Sierrallana (Torrelavega) [Púb] 25 km · 30 min; Clínica Mompía (Bezana) [Priv] 40 km · 45 min; Valdecilla (Santander) [Púb] 50 km · 55 min; Santa Clotilde (Santander) [Priv] 52 km · 55 min";25;30;25 km · 30 min · Sierrallana (Torrelavega);40 km · 45 min · Clínica Mompía (Bezana);"Santander 47 km · 40 min (Palma: casi todo el año); Bilbao 137 km · 100 min (Palma: todo el año)";40;Casi todo el año;Santander (casi todo el año) · 40 min;2400;202800;280800;163800;226800;"Sí en B; en A solo 2 hab";Poca;8;15;20;7;7;6;"Precio alto; núcleo pequeño y muy estacional. Además: 1.700 h de sol y 151 días de lluvia (850 h menos y 46 días más que el mejor de la tabla) · 3 hab en franja A por encima del presupuesto (≈280.800 €); 2 hab sí · servicios básicos limitados (4/10) · comunicaciones flojas (4/10).";Sol −850 h · Lluvia +46 d · Hospital +25 min · Aeropuerto +30 min
65;Cantabria Occidental;Suances;Cantabria;España;MAPA 1.0;43.433;-4.045;1680;210;38;168;152;1150;20.0;10.0;77;Media;Baja;Más húmedo / nublado;1;La Concha / Los Locos / La Ribera;2;19-21;A;5;Añade: Torrelavega (hospital) a 15 min. Falta: instituto de FP;Sí;"CA-132 / A-67; bus";6;"Sierrallana (Torrelavega) [Púb] 11 km · 15 min; Clínica Mompía (Bezana) [Priv] 14 km · 15 min; Valdecilla (Santander) [Púb] 23 km · 25 min; Santa Clotilde (Santander) [Priv] 25 km · 30 min";11;15;11 km · 15 min · Sierrallana (Torrelavega);14 km · 15 min · Clínica Mompía (Bezana);"Santander 22 km · 20 min (Palma: casi todo el año); Bilbao 113 km · 85 min (Palma: todo el año)";20;Casi todo el año;Santander (casi todo el año) · 20 min;2000;169000;234000;136500;189000;Sí, en ambas franjas;Poca;8;15;20;7;7;6;"Muy estacional; precio alto para su tamaño. Además: 1.680 h de sol y 152 días de lluvia (870 h menos y 47 días más que el mejor de la tabla).";Sol −870 h · Lluvia +47 d · Hospital +10 min · Aeropuerto +10 min
66;Cantabria Occidental;Liencres (Piélagos);Cantabria;España;Ampliación;43.448;-3.958;1700;212;38;168;150;1150;20.0;10.0;76;Media;Baja;Más húmedo / nublado;1;Valdearenas / Canallave / Portío;3;19-21;A;6;Añade: Santander a 20 min, dunas de Liencres. Falta: centro urbano propio;Sí;"CA-231 / A-67; bus a Santander";7;"Clínica Mompía (Bezana) [Priv] 5 km · 10 min; Valdecilla (Santander) [Púb] 14 km · 15 min; Santa Clotilde (Santander) [Priv] 16 km · 20 min; Sierrallana (Torrelavega) [Púb] 17 km · 20 min";5;10;14 km · 15 min · Valdecilla (Santander);5 km · 10 min · Clínica Mompía (Bezana);"Santander 14 km · 15 min (Palma: casi todo el año); Bilbao 105 km · 80 min (Palma: todo el año)";15;Casi todo el año;Santander (casi todo el año) · 15 min;2000;169000;234000;136500;189000;Sí, en ambas franjas;Sí;8;15;20;8;7;6;"Residencial disperso; depende de Santander. Además: 1.700 h de sol y 150 días de lluvia (850 h menos y 45 días más que el mejor de la tabla).";Sol −850 h · Lluvia +45 d · Hospital +5 min · Aeropuerto +5 min
